area;rooms;bathroom;parking spaces;total
50;2;1;0;2122
71;2;2;1;4906
118;3;3;2;5296
122;3;2;1;2140
58;2;2;1;2005
270;3;3;2;9948
90;3;2;2;3902
400;4;3;3;9371
155;3;3;2;6558
85;2;1;0;4648
280;4;4;4;17440
30;1;1;0;2571
54;1;2;0;3935
25;1;1;0;1065
176;4;2;2;4800
570;4;6;4;12490
95;2;2;1;2527
30;1;1;0;1407
250;3;4;3;4055
98;3;3;2;2538
68;2;2;2;1038
83;3;2;2;4858
70;2;2;2;3116
50;2;1;1;1212
480;4;5;3;8062
250;3;2;8;10150
191;4;3;3;13620
140;3;3;3;11100
49;1;1;1;3051
362;5;4;4;10910
61;2;1;0;1975
156;3;2;1;1754
179;3;2;1;7285
120;3;3;2;4087
200;4;2;2;12430
185;3;3;3;9248
120;2;2;0;4066
50;2;1;1;2156
400;3;3;2;4879
240;3;4;2;8950
60;2;1;1;2170
100;2;1;3;3119
250;4;4;3;8030
100;4;2;1;2764
72;1;2;1;2606
70;2;1;0;2283
16;1;1;0;2740
98;3;2;2;5458
170;3;3;1;3587
45;2;1;0;1585
90;2;2;1;6472
30;1;1;1;3078
140;3;3;2;7377
90;2;2;2;5259
62;2;2;0;1318
80;2;2;0;3183
40;1;1;0;762
65;1;1;0;2154
300;3;2;1;4497
340;4;4;3;11240
72;2;2;1;6771
250;4;3;3;14150
100;2;2;3;5173
45;1;1;1;8590
98;3;1;0;13230
164;3;2;2;3384
250;3;3;4;7157
28;1;1;0;1814
60;2;1;0;2272
105;3;3;2;4552
220;2;4;3;15960
250;5;3;1;4661
171;3;3;1;7819
156;4;3;2;5901
150;3;5;3;4757
75;3;2;1;2070
254;3;5;4;13120
68;1;2;1;11950
55;2;1;0;1885
40;1;1;0;1031
230;2;3;1;15600
70;2;2;0;2505
170;4;5;2;3756
40;1;1;1;1535
45;1;1;1;8590
270;3;4;3;12770
54;2;1;1;1863
291;4;3;2;3558
86;2;1;1;1658
77;2;1;1;3114
86;3;2;2;3677
200;3;4;2;4801
90;2;2;2;5931
64;2;2;2;4395
54;2;1;2;1600
387;7;5;3;6501
100;2;3;2;11350
50;2;2;1;2213
520;3;3;4;15520
23;1;1;0;2579
60;1;1;0;2121
96;2;1;1;3839
140;3;1;0;2908
103;3;2;0;3798
148;4;4;4;5012
172;4;3;1;3667
93;2;3;2;4597
72;2;2;1;3220
68;2;1;1;1990
350;4;3;4;4270
70;2;2;1;4721
400;5;4;3;10620
38;1;1;0;990
107;2;2;1;10100
38;1;1;0;1023
111;3;2;0;4166
140;4;3;2;6183
35;1;1;0;1195
178;3;3;4;18220
200;2;2;1;12920
33;1;1;0;1414
90;3;2;1;2062
65;2;1;0;2248
320;3;3;8;6155
68;2;1;0;1526
180;6;2;3;5113
50;2;1;1;1389
137;3;2;1;6533
165;3;2;2;9112
180;2;2;1;7218
220;4;4;3;9657
85;2;2;1;3379
37;1;1;0;2328
64;2;3;2;3304
97;2;2;1;6561
90;3;2;1;1568
130;3;2;1;6117
128;4;2;1;4403
58;2;2;1;5235
76;2;1;1;1112
220;2;4;2;7494
40;1;1;0;839
235;3;4;3;5583
45;1;1;0;1455
47;2;1;1;1694
471;5;6;3;15530
50;1;1;0;968
344;3;4;4;19590
38;1;1;1;2255
42;2;1;0;889
60;1;1;1;1790
500;4;6;4;15400
49;2;1;1;2043
48;2;1;1;1128
45;2;1;0;1429
72;2;2;1;1848
400;3;2;1;1885
28;1;1;0;1773
189;3;2;2;11600
160;3;2;0;5339
330;4;4;2;17490
200;3;5;4;4671
375;4;5;5;22790
68;2;2;1;2390
70;2;1;1;3474
110;3;2;0;4552
103;3;3;2;7471
26;1;1;0;1629
88;3;2;2;1637
165;3;4;3;6831
80;2;2;0;1284
90;3;2;2;3370
380;4;1;2;4447
174;3;4;2;8403
128;4;5;1;6958
160;3;4;4;4857
168;3;2;0;5165
100;3;2;2;3033
69;2;1;1;1944
300;3;3;0;5082
163;4;4;0;8627
86;3;1;1;3344
236;4;3;3;5706
112;3;2;0;5566
600;5;5;6;14000
256;4;5;4;8106
220;3;4;2;3829
257;4;4;4;18740
75;3;1;1;1866
400;3;1;1;8433
560;4;6;5;8349
220;4;4;5;6359
70;1;1;1;4866
19;1;1;0;1253
35;1;1;0;925
70;1;1;1;3439
40;1;1;0;3786
37;1;1;0;1919
180;2;2;1;13000
60;1;1;0;3070
90;3;2;1;2837
208;4;2;4;4850
160;3;2;1;6896
180;4;2;1;4677
150;4;3;0;4159
75;2;1;1;1177
90;2;2;1;3063
170;4;2;2;2994
193;2;4;4;16440
40;1;1;0;2842
45;1;1;1;4627
116;3;4;2;9722
67;2;2;1;2980
40;1;1;0;2747
140;2;3;1;4058
52;2;1;1;1318
350;3;4;6;4742
420;3;4;4;6508
204;4;4;2;3602
110;2;2;1;2426
645;5;8;8;17560
260;4;5;5;17010
160;2;1;0;3631
50;2;1;0;1261
40;1;2;0;2377
60;2;1;0;3738
30;1;1;0;1063
75;3;2;0;2551
78;3;3;1;4023
140;4;2;2;4960
500;3;7;5;10840
80;1;1;0;1004
182;3;4;2;3190
90;2;1;1;2796
103;3;2;1;2776
180;3;2;3;5425
32;1;1;0;1665
52;1;1;1;1166
75;4;1;0;3063
290;4;5;4;6599
50;1;1;1;2760
550;5;6;4;16350
216;4;4;4;5232
444;4;4;5;10740
69;3;2;1;2338
76;2;1;2;2432
180;3;5;3;11100
445;3;5;4;19760
156;3;4;3;6159
35;1;1;0;1144
130;3;4;3;4441
92;3;2;1;4042
200;3;2;4;9035
50;2;1;1;1971
50;2;1;0;889
155;3;3;2;15150
1000;5;4;3;8983
42;1;1;0;2879
58;2;1;0;1940
35;1;1;1;4142
27;1;1;0;1517
16;1;1;0;709
94;3;2;1;2501
83;3;2;1;3388
360;5;4;4;9748
360;5;2;2;5648
430;4;5;5;13670
29;1;1;0;1123
120;3;2;0;3278
50;1;1;1;6014
60;2;1;0;704
45;2;2;0;1739
250;3;2;2;12730
200;3;2;2;4955
70;2;1;1;3288
48;1;1;0;1126
70;2;1;1;3340
73;2;2;1;6332
90;2;1;0;3260
45;1;1;0;784
80;2;2;2;4045
106;3;2;2;7265
45;2;1;1;1211
315;4;4;2;11050
287;3;5;0;17270
230;4;3;2;7522
42;1;2;1;316900
152;2;2;1;2962
75;3;1;2;1990
94;3;2;2;3068
70;2;2;0;2551
59;2;1;0;2315
380;4;3;2;21690
217;4;4;3;10190
110;2;1;1;4173
38;1;1;0;927
310;4;5;5;18660
400;3;4;2;3198
55;2;1;1;1855
320;3;5;0;13270
75;3;2;2;2396
235;4;5;3;4600
434;5;6;0;15970
160;4;4;2;10060
108;3;2;2;5754
280;5;5;2;18220
55;2;1;1;1484
60;2;1;1;2375
226;4;4;3;14830
58;2;1;1;1112
178;4;3;2;9145
40;1;1;0;1322
205;3;2;4;2585
112;3;2;3;4115
300;4;4;3;18150
140;3;3;2;5376
113;2;2;2;3081
96;3;2;2;1989
55;1;2;1;4095
180;2;3;3;11980
240;7;3;4;6925
80;3;4;1;3046
230;5;3;2;2979
127;3;2;3;4107
156;4;4;3;7856
65;2;1;2;5395
88;2;2;2;5692
107;3;2;1;2078
60;2;1;1;1821
35;1;1;0;798
243;3;5;1;8093
30;1;1;0;930
45;1;1;1;1628
130;3;2;2;3213
80;2;2;0;3141
98;2;2;1;3633
15;1;1;0;1299
57;2;2;1;3185
180;4;2;2;3545
200;4;4;3;10640
70;2;2;1;2184
350;2;1;0;2747
64;2;1;0;1984
40;1;1;0;764
73;1;1;0;710
200;3;3;2;15490
36;1;1;1;2854
63;2;1;0;1287
85;2;1;1;4400
198;5;5;2;5904
70;3;1;1;1331
60;2;1;1;1319
90;4;3;1;1196
98;2;1;0;2298
103;3;2;2;4648
160;2;3;0;4489
100;3;2;1;5836
50;2;1;1;1478
55;2;1;1;1785
80;2;2;0;3229
50;1;1;0;701
25;1;1;0;2253
120;2;2;2;5841
127;3;3;2;4910
98;3;2;1;7120
65;1;1;0;3664
86;2;2;2;1924
200;4;3;0;16100
360;4;5;5;16690
65;2;1;1;1832
93;1;3;1;4618
187;4;5;3;10700
616;5;5;6;13810
86;2;2;2;1924
139;2;2;1;5312
100;2;2;1;3269
285;4;4;4;12600
52;2;1;1;3944
39;1;1;0;2326
42;1;2;1;2086
30;1;1;0;1778
70;2;1;1;1763
60;1;1;0;1336
90;2;2;2;5031
61;2;1;0;1273
50;1;1;0;1137
48;2;1;1;1994
27;1;1;0;4951
100;3;3;1;4235
155;2;1;1;6768
230;4;5;0;8015
47;1;1;1;1720
55;2;1;1;1164
60;1;1;1;1455
380;5;6;2;4699
180;3;2;4;11830
196;3;4;2;6993
70;2;1;0;1711
227;4;3;3;15830
60;2;1;1;3367
63;2;2;1;2495
150;3;3;2;4944
144;4;3;2;3340
200;2;1;0;3046
34;2;1;0;2543
74;2;3;2;3731
73;3;1;0;2286
368;4;5;6;15030
160;3;2;1;4840
120;4;3;2;3294
180;4;3;4;14490
290;3;3;0;6375
225;4;3;2;4188
60;3;1;1;1618
35;1;1;0;1572
95;3;2;1;8197
260;4;4;0;7390
260;4;4;4;14440
350;3;2;3;16060
500;4;4;0;6558
42;1;1;1;2486
80;2;1;1;5333
100;5;5;2;4950
110;2;2;2;3529
70;1;1;0;1668
12;1;1;0;1013
62;1;1;1;1329
90;2;1;1;2505
220;3;3;2;14200
197;3;2;3;9308
214;3;2;5;20870
105;3;2;1;3120
390;5;5;5;10200
390;4;5;4;12460
105;3;2;1;5458
270;3;6;2;7112
260;4;4;5;5262
344;4;3;2;6492
100;2;1;0;2141
50;2;1;0;2334
183;4;3;4;8598
270;4;5;3;13880
180;2;3;2;8579
52;2;1;1;1951
260;4;4;4;4568
38;1;1;1;1892
40;1;1;1;5277
360;4;5;4;12400
160;3;3;3;11900
120;3;2;2;5065
70;2;1;1;1431
203;3;1;2;3467
18;1;1;0;1276
50;2;1;1;2053
33;1;1;0;1767
30;1;1;0;1179
330;2;4;3;8091
60;2;2;1;2869
144;3;4;3;8737
93;2;1;1;7088
100;2;1;1;2013
71;3;1;0;1635
67;1;1;1;1442
70;2;1;0;3610
300;4;6;4;16910
240;3;2;2;13270
96;3;1;2;2486
200;4;3;2;8292
54;1;2;1;3945
174;3;5;3;12800
350;3;4;4;16460
92;3;2;2;2447
125;3;2;0;2963
308;3;4;4;8599
375;4;5;4;13900
137;3;4;2;3862
70;1;1;0;1450
65;2;2;1;1532
107;2;2;2;15180
85;2;2;1;5965
69;2;1;0;3547
110;3;2;1;1969
113;3;2;3;2932
213;4;3;0;5605
140;2;2;2;2797
253;3;3;3;3009
490;4;4;3;9733
96;4;2;2;4178
23;1;1;0;2579
80;2;2;1;9353
92;3;2;2;4852
25;1;1;0;2805
220;3;2;8;4664
70;3;1;1;3173
130;3;2;1;5666
120;3;2;0;2966
208;3;2;1;9222
70;2;1;2;2294
160;5;3;3;4849
214;4;3;3;8233
40;1;1;1;4040
64;2;1;0;4621
290;4;5;2;15300
35;1;1;0;1092
138;2;3;2;10360
78;2;3;2;3150
92;3;1;1;2277
513;3;2;2;3393
58;1;1;1;2148
51;1;1;1;5613
200;4;5;3;11150
115;1;1;0;2124
64;2;1;1;4427
40;1;1;1;2313
159;3;2;2;3925
35;1;1;0;1948
192;3;1;0;1709
250;5;5;0;4568
43;1;1;0;1006
142;3;3;2;2147
244;4;3;3;3815
200;3;2;3;11770
55;2;1;1;1144
108;4;2;0;6725
120;3;1;0;2234
44;1;1;1;6934
50;2;1;1;1314
87;2;2;2;4821
88;3;2;2;7403
376;3;3;2;2128
38;1;1;1;1908
45;1;1;1;1583
36;1;1;0;1650
75;2;1;1;1911
85;2;2;1;3960
35;1;1;0;1144
58;2;2;2;3007
90;2;3;1;2608
87;2;1;1;1916
136;3;2;2;10100
124;3;2;2;6970
51;1;1;0;2951
90;2;1;0;1831
270;2;3;1;6654
200;4;3;2;4803
79;3;1;0;2137
40;2;1;1;4042
300;3;5;4;7804
44;1;1;0;2479
130;3;2;2;2234
180;3;4;3;8613
79;3;2;2;3927
50;1;1;1;2607
110;3;1;1;1573
17;1;1;0;2578
60;2;1;1;2695
95;2;2;0;2763
145;2;2;1;3210
125;3;4;5;10820
70;1;1;1;3026
90;2;2;1;3740
28;1;1;0;2834
110;3;3;2;3897
165;3;3;3;3242
25;1;1;0;1933
195;4;3;4;5610
70;3;1;1;1003
50;1;1;0;2766
44;1;1;0;3606
245;4;5;2;3686
46;2;1;0;1989
70;2;1;1;1135
50;1;1;0;1010
40;2;2;1;1122
94;3;2;2;3411
323;3;5;6;11140
140;3;2;2;10360
102;3;2;1;6703
170;3;2;1;5871
250;4;2;2;4147
44;1;1;0;1246
54;2;2;1;3989
125;4;4;2;8026
80;3;1;1;3322
150;3;2;4;9871
50;2;1;1;971
270;4;4;4;9640
53;1;1;1;3545
486;8;4;6;27580
200;3;1;1;4224
218;3;3;3;17850
50;1;1;1;1777
112;2;2;2;4400
300;4;5;4;4423
75;2;1;2;1588
700;3;3;8;16110
250;2;2;1;5407
50;1;1;0;1005
91;2;2;1;15740
83;2;1;1;3285
335;4;6;4;8058
520;4;4;3;13870
235;3;2;2;11570
50;1;1;0;1979
280;5;5;4;14390
80;1;1;1;1216
70;2;2;1;2136
139;3;2;0;9455
325;4;3;0;9384
60;2;1;1;2178
238;4;3;1;5813
50;1;1;0;1110
128;3;3;0;4423
300;3;6;6;6076
160;3;3;1;8121
400;5;5;8;8543
62;2;1;0;2018
300;4;5;2;4514
300;5;5;4;9553
30;1;1;0;1422
155;1;4;0;1120000
300;3;2;3;3886
37;1;1;1;4146
35;1;1;0;3829
55;1;1;0;993
50;1;1;0;1920
64;2;1;2;6923
49;2;1;1;2386
87;3;2;1;2675
250;3;4;2;4193
72;3;2;1;2566
76;3;3;2;3880
163;3;4;2;10250
75;2;1;0;4551
89;3;2;1;2753
93;3;3;2;5724
420;3;6;4;6598
640;6;7;5;6909
326;3;4;5;21790
136;3;4;3;5441
39;1;1;0;920
70;2;1;1;1398
480;4;6;5;16800
50;2;1;0;2482
180;3;3;5;2770
100;3;2;2;4261
100;3;2;1;2207
560;5;5;6;17140
180;5;3;2;9136
44;1;1;0;2953
18;1;1;1;1878
154;2;2;1;1429
80;2;2;1;5394
308;2;3;3;2204
150;4;4;1;5183
80;2;2;2;3582
70;2;1;1;1431
136;3;2;1;6081
55;1;1;1;1444
90;3;2;1;2943
48;2;1;1;1994
224;4;5;3;20770
32;1;1;1;3029
60;2;1;1;909
150;3;2;1;5589
260;3;5;3;9092
42;1;1;0;1518
320;4;3;3;9394
460;4;4;4;4342
208;3;3;3;8881
360;4;5;4;12860
30;1;1;0;2745
132;2;2;0;3915
250;6;6;2;9643
29;1;1;1;4789
100;1;2;2;2115
100;3;2;1;2862
120;3;3;0;9020
390;6;3;2;11600
80;3;1;0;2497
140;3;3;1;4198
146;3;2;2;5545
360;4;2;4;6288
165;3;3;4;7648
100;3;2;2;4237
80;3;2;2;4120
29;1;1;0;2653
46;1;1;1;1552
110;3;2;2;7761
300;3;3;3;3870
62;2;2;3;10360
150;3;1;0;4466
92;3;1;0;2469
50;2;1;1;1062
220;3;3;3;13980
250;4;3;2;9091
160;3;2;1;6469
110;3;2;1;4092
120;4;4;4;4061
101;3;2;1;3715
60;2;1;0;2258
60;2;1;1;1749
330;4;3;0;15610
350;3;6;4;15670
26;1;1;0;2295
110;4;5;3;4584
233;3;4;4;10700
441;5;5;8;8685
44;1;1;0;835
150;3;4;3;5170
50;1;1;0;841
136;4;3;1;2750
455;3;2;4;13000
160;4;4;3;8917
58;1;1;2;2666
75;2;1;0;3017
160;3;2;1;9191
310;5;2;2;8948
180;3;2;2;5274
207;3;4;3;5949
91;3;3;3;4631
275;4;3;4;13130
265;4;6;3;6216
57;1;1;1;6394
450;5;5;2;9660
245;4;5;4;6626
216;3;4;2;9005
74;3;2;1;1326
80;2;1;1;3078
130;3;2;2;5208
56;1;2;1;3287
163;2;3;3;9635
70;2;1;0;1652
45;1;1;0;1349
80;1;2;0;5259
80;2;1;0;2575
600;3;3;4;7869
150;3;2;2;3080
28;1;1;1;1817
265;3;3;2;10010
100;4;2;2;3256
55;1;1;1;1404
48;2;1;1;1104
82;2;2;0;4567
140;4;3;3;4956
360;5;6;4;12530
35;1;1;0;1616
72;2;2;1;1714
133;3;2;3;3095
95;3;1;2;1925
27;1;1;0;1150
30;1;1;1;5945
350;5;5;3;2779
179;3;3;3;5941
65;3;2;1;1287
150;4;3;2;5794
35;1;1;0;1327
47;1;1;1;2633
360;6;3;4;8223
115;2;2;1;7658
341;3;3;2;7881
89;2;2;1;2228
46;1;1;0;3162
226;3;4;3;10400
32;1;1;0;1871
115;2;3;2;14320
164;3;3;0;6471
37;1;1;1;3664
160;3;2;2;4328
175;4;3;2;3629
140;3;2;1;4528
400;4;6;5;6364
45;1;2;0;1452
153;4;2;2;4973
56;2;1;1;1126
383;4;5;6;14180
146;3;4;2;13530
135;3;2;0;6275
37;1;1;1;3827
238;3;5;3;18730
55;1;1;0;1114
92;2;2;2;3401
215;6;6;6;5198
320;4;4;2;8966
64;1;2;1;2558
92;2;2;2;6303
72;2;1;1;1126
65;1;1;0;2609
500;5;5;2;11060
131;4;4;2;6275
70;3;2;2;3302
530;4;6;4;9329
85;3;3;2;2209
20;1;1;0;2555
139;3;4;2;12990
45;1;1;1;8590
266;4;3;2;7859
110;3;2;4;2310
182;3;4;3;7565
318;4;6;4;14990
380;4;6;1;11330
85;2;3;0;2132
62;2;1;0;1389
42;1;1;0;1859
50;2;2;1;2325
52;2;1;1;1233
179;4;4;3;10460
100;2;3;0;3870
80;2;2;1;3742
180;3;1;1;2722
650;4;6;5;14700
51;1;1;1;2541
48;2;1;1;1740
350;4;4;2;11930
354;5;6;3;9942
250;4;5;0;15760
55;2;2;1;1984
60;2;2;1;4731
350;4;3;4;8011
70;3;2;0;1570
150;4;2;1;2296
32;1;1;0;2427
50;1;1;0;3599
744;6;6;8;14630
26;1;1;1;887
63;2;2;1;4378
60;2;1;0;2071
120;3;2;1;4847
47;2;1;1;1526
93;3;2;2;2452
92;3;2;0;6986
84;3;2;1;2810
100;2;2;1;1552
380;4;6;6;4431
130;3;2;1;4737
200;3;3;2;8702
33;1;1;1;3776
100;3;1;0;2584
115;2;1;0;3795
327;4;4;5;14950
45;2;1;1;892
124;3;3;1;3009
64;1;2;1;9768
212;4;2;1;3742
100;2;3;2;4237
38;1;1;1;3522
330;3;5;5;12300
71;2;1;1;2968
70;2;2;1;5342
220;4;3;3;5044
128;3;2;2;3925
35;1;1;1;5605
220;4;3;1;2266
380;4;6;6;19650
43;2;1;1;2160
60;1;1;0;1546
53;1;1;0;1797
50;2;1;1;4449
65;2;2;0;2335
150;3;2;1;1472
70;3;1;0;1398
49;1;1;1;8009
30;1;1;0;1219
45;1;1;0;1557
260;2;2;1;2225
32;1;1;1;3029
197;3;4;1;7682
500;2;5;5;1892
136;3;3;2;4006
120;4;4;2;4633
115;3;2;1;7686
130;2;1;1;5218
87;3;3;2;4222
95;3;2;0;2386
70;1;2;1;3404
87;2;2;1;4905
50;1;1;0;1107
50;1;1;1;4553
128;3;4;2;7010
86;3;2;1;4871
100;3;2;1;3756
139;4;5;2;12210
72;2;1;0;1456
120;3;3;3;3870
24;1;1;0;2986
135;2;2;2;5279
280;3;4;4;10660
49;1;1;1;6069
40;1;1;0;2633
320;3;3;4;9288
52;1;1;1;6365
20;1;1;0;948
240;3;3;4;17670
109;3;2;1;3270
119;3;3;1;4723
340;4;6;4;7603
790;4;4;2;15150
35;1;1;0;2368
98;3;3;2;5371
260;4;4;4;7273
45;2;1;0;1801
270;2;2;3;10960
50;1;1;0;1423
30;1;1;1;1572
45;2;1;1;1452
150;3;1;2;4339
42;1;1;1;1855
210;3;4;3;18480
58;2;1;0;2200
76;2;2;2;3965
28;1;1;0;1059
130;2;4;4;4446
60;1;1;0;1464
54;2;1;1;1954
111;3;3;2;4418
80;2;3;2;4168
600;6;5;5;15520
73;2;1;1;1470
80;2;2;1;9445
145;3;3;1;7474
42;1;1;1;3237
98;2;1;1;2481
80;3;2;2;2228
367;4;3;2;6275
68;2;2;2;2920
90;3;2;1;2081
154;4;5;2;14640
47;2;1;1;1607
230;5;3;2;3835
180;3;3;1;5407
120;3;2;1;6077
110;3;2;0;2195
450;4;6;4;12820
400;7;6;4;7146
25;1;1;0;3249
62;1;2;1;13460
95;2;1;1;4006
110;3;3;2;2800
140;3;2;1;3424
34;1;1;1;2927
22;1;1;1;3627
177;3;3;3;14360
96;2;1;1;5553
100;2;2;0;1926
68;2;2;1;3579
300;3;5;4;4892
160;3;2;1;5110
140;3;2;2;2082
136;4;2;3;4792
65;2;2;2;4452
200;3;6;4;6652
120;3;3;2;4388
62;2;1;0;4248
390;3;3;2;9383
67;2;1;0;1693
52;1;1;1;5201
39;1;1;1;3988
270;3;3;4;8208
82;3;2;2;3513
200;2;4;3;18020
33;1;1;0;1825
110;3;2;2;6701
70;3;1;1;3839
93;3;3;2;5387
65;1;1;0;2154
280;4;5;4;16670
130;4;2;2;3806
100;2;2;1;4694
40;1;1;0;1518
140;3;4;2;4573
170;4;2;2;5451
110;2;1;1;2528
45;1;1;1;2350
275;5;4;2;9794
46;1;1;0;1792
98;2;3;2;10980
120;3;1;4;3813
180;3;2;1;9238
250;4;3;3;6218
85;3;2;1;2275
126;3;4;3;6632
132;3;4;2;4963
216;3;3;3;2527
54;2;1;1;2050
160;2;4;2;4296
62;3;1;1;2046
270;4;3;1;7052
145;3;4;3;4646
63;2;1;0;1722
115;2;2;1;11740
51;1;1;0;1072
70;3;1;1;1967
165;3;4;6;4973
208;4;5;2;10780
87;3;2;1;4930
90;3;2;0;1890
300;2;4;2;3299
200;3;2;3;4810
65;2;1;0;4151
42;1;1;1;3308
42;1;1;2;1335
28;1;1;0;1679
140;2;3;2;5901
53;2;2;1;3707
120;3;2;2;2354
100;3;2;1;5098
360;3;1;4;3267
227;4;4;3;14530
30;1;1;0;1831
90;2;2;1;4032
110;4;4;1;7070
400;3;3;4;4474
49;1;1;0;2924
100;3;3;1;7987
83;3;1;1;2712
40;1;1;0;1455
311;4;4;4;17290
120;4;2;2;3447
67;2;1;1;1823
100;2;2;0;3000
100;2;1;0;1220
301;3;4;4;11040
86;3;2;1;4230
45;1;1;0;3188
55;2;1;1;1817
63;2;1;0;1237
220;3;4;2;4765
202;3;2;5;5876
85;2;1;0;4474
80;2;2;1;3979
400;4;4;4;11060
400;5;4;4;5758
22;1;1;0;1871
128;3;3;2;4564
170;2;3;3;7492
55;2;1;1;1143
51;1;1;0;1251
50;2;1;1;1562
81;2;1;0;2511
40;1;1;0;1214
83;2;2;1;3338
420;4;6;4;19800
204;4;3;1;7851
240;2;2;4;3915
56;2;1;1;1725
82;2;2;2;4981
327;4;4;2;9507
96;1;2;1;6306
54;1;1;0;2831
41;1;1;1;2548
218;3;5;2;6592
20;1;1;0;2392
170;4;4;3;8265
250;3;3;0;7718
40;1;1;0;1312
400;4;6;4;16460
350;5;4;6;6731
94;3;1;1;2651
30;1;1;0;930
142;3;3;2;11190
177;3;3;4;10200
126;4;2;2;3132
160;3;2;2;2960
54;1;1;0;2250
20;1;1;0;3399
75;2;2;0;3048
60;2;1;0;1729
150;4;4;2;5059
156;3;3;3;10330
206;3;3;1;10990
100;2;1;0;2481
47;1;1;1;1189
220;3;4;4;6095
60;2;1;1;2021
457;6;6;2;9069
340;4;4;5;12750
93;3;2;2;6642
200;3;2;5;8069
340;4;5;4;12370
108;3;2;1;6860
240;3;5;6;5074
82;2;2;1;3055
480;4;7;3;9499
35;1;1;1;710
105;4;2;1;2852
66;1;1;2;3836
85;2;1;1;1472
45;2;1;1;1108
50;1;1;1;4373
30;4;4;2;9323
450;3;2;0;6805
52;1;1;1;3338
235;3;2;1;6916
141;3;3;2;9303
80;2;1;0;1286
247;4;2;1;2907
49;2;1;1;2508
325;4;5;4;22350
200;3;3;4;5901
220;3;4;3;9654
170;3;1;1;13360
46;2;1;0;3454
63;2;1;0;1674
160;4;4;3;13640
100;2;1;1;4128
23;1;1;0;2568
35;1;1;1;1686
120;3;2;1;6685
150;3;4;3;7319
220;3;4;2;7540
48;2;1;1;2585
45;1;1;1;1857
160;3;3;2;4963
46;1;1;0;1275
34;1;1;1;1708
540;5;4;8;8027
171;3;3;4;12120
30;1;1;0;770
118;3;2;0;1941
80;2;2;2;2640
55;1;2;1;7858
55;2;1;1;1341
380;3;2;2;11240
300;3;4;2;7199
100;3;2;2;3226
180;3;3;3;5311
300;4;5;4;12810
193;3;2;2;4533
110;2;2;0;5738
20;1;1;0;1180
300;3;4;1;12180
52;1;2;1;5118
120;2;3;2;3380
97;3;2;2;3447
58;2;1;1;1316
343;4;4;4;7133
205;4;4;6;6164
68;3;2;1;2564
67;3;2;1;2502
40;1;1;0;5837
62;3;1;1;1966
120;5;2;4;7278
50;2;1;1;1912
40;1;1;0;976
22;1;1;0;764
110;3;3;1;6178
80;2;1;1;1746
224;3;4;2;10060
93;2;1;2;8647
45;1;1;0;1100
120;3;2;1;4579
73;3;2;2;2992
50;2;1;1;2141
136;4;3;1;6366
235;3;4;4;18290
110;3;3;0;3773
400;4;6;1;10060
220;3;3;3;3093
82;2;2;1;2948
100;3;3;2;4420
250;4;4;4;19040
90;2;3;1;4691
47;1;1;0;1189
35;1;1;0;1540
150;2;1;0;2150
69;2;1;0;9896
38;1;1;1;1280
62;2;2;2;2582
100;2;2;0;2758
300;3;5;3;11100
160;3;3;1;7808
55;1;1;1;2235
61;2;1;1;5623
70;2;1;1;7439
308;3;3;4;5444
230;3;3;1;12740
51;2;1;1;3010
58;2;2;1;2980
76;2;1;1;5427
236;4;5;4;15460
86;2;2;2;2864
100;3;3;2;5299
54;2;1;0;1419
22;1;1;0;2431
600;3;2;2;8613
68;2;2;0;2797
55;1;1;0;910
36;1;1;0;1981
205;4;4;0;13600
60;2;1;1;2956
171;4;5;4;10720
100;2;1;1;1092
71;2;2;1;2257
69;2;1;1;2176
15;1;1;0;760
90;3;3;1;6297
80;2;2;0;5118
84;2;1;0;2227
834;5;5;7;14080
269;4;3;4;7364
43;1;1;1;4049
70;3;2;3;3409
336;2;2;2;10340
76;3;2;1;1607
280;3;3;1;3633
290;4;4;2;11680
200;4;3;3;8876
130;2;2;0;5439
70;3;2;1;4872
22;1;1;0;6466
80;3;2;2;3001
50;1;1;1;2380
120;3;4;3;8883
120;2;1;2;2161
90;3;2;0;2767
100;3;3;2;3123
98;4;4;2;3447
300;3;2;3;2531
107;4;3;2;4661
33;1;1;1;4469
250;4;3;4;14110
65;2;2;0;1061
150;3;3;2;6491
97;2;1;0;2202
410;5;7;3;12930
52;1;1;1;6566
65;2;2;0;2300
250;4;4;6;9241
256;4;3;2;11300
53;2;2;1;1671
30;1;1;0;1412
45;2;1;0;1125
44;2;1;0;3152
506;4;5;0;8584
190;4;3;1;5622
48;1;1;0;3074
162;3;3;1;9731
54;2;2;0;7570
320;4;3;8;2633
60;1;1;1;6770
194;3;4;4;16420
54;1;1;1;1530
90;2;2;0;5701
60;2;1;0;1191
40;1;1;1;2881
175;4;4;3;7859
233;4;6;4;14830
800;5;4;6;12640
200;5;4;3;6439
120;4;4;2;12240
23;1;1;0;1137
27;1;1;0;974
64;2;2;1;2854
180;4;1;3;6177
241;4;4;3;9295
80;2;2;1;4281
20;1;1;0;1161
140;3;3;0;5908
160;3;1;0;7077
45;1;1;0;3200
79;2;1;0;1654
100;3;2;0;6899
73;1;2;1;4439
36;1;1;2;3708
30;1;1;0;870
180;4;3;1;17170
42;1;1;0;1651
60;2;1;0;1561
20;1;1;0;2555
42;1;1;1;2828
140;4;3;3;5593
320;4;4;5;16980
120;3;2;1;2577
